text,,,,,,,,,,,,,,,,,,,,,Label
constantly amazes me With Amazon Locker they re yet again solving problems and easing consumer frustration,,,,,,,,,,,,,,,,,,,,,1
The Amazon Returns site gives me different return methods every time I refresh At first it was only Send Yourself then Locker Collection,,,,,,,,,,,,,,,,,,,,,1
tell you what delivery is effing amazing next day delivery for free without having to be in,,,,,,,,,,,,,,,,,,,,,1
Ooooh my book is being held hostage in an Amazon Locker I will go rescue it after work and then devour it,,,,,,,,,,,,,,,,,,,,,1
Free Voucher for 5 Off Your Next Order Shipped to an Amazon Locker FREE ,,,,,,,,,,,,,,,,,,,,,1
Charlotte North Free Voucher for 5 Off Your Next Order Shipped to an Amazon Locker ,,,,,,,,,,,,,,,,,,,,,1
Living in a rural area I need some kind of Amazon locker outside my house and no signing Does such a thing exist,,,,,,,,,,,,,,,,,,,,,1
Walmart Follows Amazon s Lead Starts Testing Locker Delivery In Retail Stores  via,,,,,,,,,,,,,,,,,,,,,1
I have used Amazon Locker in Brooklyn worked well,,,,,,,,,,,,,,,,,,,,,1
Found a discussion about an Amazon Locker failure The scanning didn t work when the driver tried to put the package in the locker,,,,,,,,,,,,,,,,,,,,,0
Is Bezos getting the WaPo delivered to an Amazon locker I love those lockers,,,,,,,,,,,,,,,,,,,,,1
Is it weird that I was excited when I first learned about Amazon Locker Because I was and am yeah,,,,,,,,,,,,,,,,,,,,,1
Your WaPo delivered to the nearest Amazon locker 7 11 store,,,,,,,,,,,,,,,,,,,,,1
Is there an Amazon Locker near Antioch IL,,,,,,,,,,,,,,,,,,,,,1
Tracking a delivery I m having sent to an Amazon Locker I see Delivery attempted Does that mean Unsuccessful How could that be,,,,,,,,,,,,,,,,,,,,,0
BW 2000 Bowman s Best Locker Room Collection Dee Brown Autograph Kansas City R  via,,,,,,,,,,,,,,,,,,,,,1
Thanks for the heads up I ve provided feedback to our Amazon Locker team to look into this issue JF,,,,,,,,,,,,,,,,,,,,,1
There is an amazon locker in the 7 11 store in zip code 19380 yet your website can t find it The locker name is Lagran or Lagron,,,,,,,,,,,,,,,,,,,,,1
Amazon Save on Kingston Digital Data Traveler Locker 5438,,,,,,,,,,,,,,,,,,,,,1
try Amazon or foot locker online There worth the search Most comfy shoe I ve worn,,,,,,,,,,,,,,,,,,,,,1
RT Amazon makes returns even easier with return to Amazon Locker ,,,,,,,,,,,,,,,,,,,,,1
Trying Amazon Locker Shipping to a 7 11 that just opened It s 24 7 and on the way to the subway so I go by there all the time anyway,,,,,,,,,,,,,,,,,,,,,1
u order from amazon they deposit it in the locker at a retailers store u get your voucher punch it in get your stuff,,,,,,,,,,,,,,,,,,,,,1
greatly improved the locker software Much less laggy better touch recognition,,,,,,,,,,,,,,,,,,,,,1
I found an Amazon locker Said the installed this 2 weeks ago 7 Eleven,,,,,,,,,,,,,,,,,,,,,1
what is amazon locker bout,,,,,,,,,,,,,,,,,,,,,1
TIL that Amazon Locker can be used to drop off your return items as well Nice,,,,,,,,,,,,,,,,,,,,,1
Look what arrived in my locker The newest addirtion to my shoe family Boutique 9 ,,,,,,,,,,,,,,,,,,,,,1
Amazon locker at boot time pic twitter com xWb1vtykUa,,,,,,,,,,,,,,,,,,,,,1
Amazon prime and locker most covenient combo amznpic twitter com xPVyuyEXeb,,,,,,,,,,,,,,,,,,,,,1
Really starting to love these things Albertsons,,,,,,,,,,,,,,,,,,,,,1
call the amazon It s like prince sitting on all those secret recordings we ll never hear The Amazon is a fruit locker,,,,,,,,,,,,,,,,,,,,,0
Deal of the Day Save on Kingston Digital Data Traveler Locker,,,,,,,,,,,,,,,,,,,,,1
The Amazon Locker at the 7 11 at 12th chestnut has been activated The others aren t available yet but I ll be checking way too often,,,,,,,,,,,,,,,,,,,,,1
I tried Amazon Locker for the first time but the delivery email says the locker is only available to bldg residents Help,,,,,,,,,,,,,,,,,,,,,1
Just picked up my book from the Amazon locker Wonder if this might finally be the year I read two whole books cover to cover,,,,,,,,,,,,,,,,,,,,,1
Trying the Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
Used amazon locker today Pretty cool concept,,,,,,,,,,,,,,,,,,,,,1
I just used Amazon Locker for the first time Way cool,,,,,,,,,,,,,,,,,,,,,1
ivenever heard of an Amazon locker,,,,,,,,,,,,,,,,,,,,,1
Hey what s going on with this package tracking C10999811449123 en route to an Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
He s now telling me that it s the location of the Amazon Locker which affects delivery eligibility I smell,,,,,,,,,,,,,,,,,,,,,1
He s now telling me that I CAN have the item sent to the Amazon Locker Ummmmkay,,,,,,,,,,,,,,,,,,,,,1
This order is confusing Shows up as delivered but have yet to receive a Amazon Locker code,,,,,,,,,,,,,,,,,,,,,0
Im having something delivered via Amazon Locker JUST BECAUSE I CAN,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker great idea but when the Locker is out of service how do I get my stuff,,,,,,,,,,,,,,,,,,,,,1
AMZN Here s A Picture Of Amazon Locker The New Delivery Box Amazon Is Using To Take Over The   via,,,,,,,,,,,,,,,,,,,,,1
@garthstein When Obama s indie on the Vineyard goes under will they get the First Family s summer books at an Amazon locker at 7 Eleven ,,,,,,,,,,,,,,,,,,,,,1
This is really weird the Amazon Search for a Locker near you isnt finding it when I put in 19147,,,,,,,,,,,,,,,,,,,,,0
When Obama s favorite indie on the Vineyard goes under where will they get the First Family s summer books An Amazon locker at 7 Eleven,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker spotted at our local CoOp on Howlands in Welwyn Garden City,,,,,,,,,,,,,,,,,,,,,1
USA Samsonite Expanding Trunk Locker Organizer by Samsonite,,,,,,,,,,,,,,,,,,,,,1
Im going to be angry if it doesnt arrive i should have used the Amazon Locker 10 minutes away then I could sleepy later,,,,,,,,,,,,,,,,,,,,,0
What are your 5 most favorite Websites  Google WorldStar Ask fm Foot Locker And Amazon,,,,,,,,,,,,,,,,,,,,,1
Awesome amazon locker at 7 11 Order online then pick up here Now i can order stuff w o my wife,,,,,,,,,,,,,,,,,,,,,1
Ughhhh Amazon I have the simplest locker combination in the entire fucking world and I can NOT get the damn thing open,,,,,,,,,,,,,,,,,,,,,0
Ooo just seen an Amazon locker in Hammersmith,,,,,,,,,,,,,,,,,,,,,1
I got to use the amazon locker facility today It was amazing,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker and Pick Up Collection Stores,,,,,,,,,,,,,,,,,,,,,1
Delivery to an Amazon Locker Video ,,,,,,,,,,,,,,,,,,,,,1
If you could be invisible for one hour where would y  WNBA Locker room see if they re are really Amazons or,,,,,,,,,,,,,,,,,,,,,1
refused delivery of an Amazon parcel I to my 24 7 parcel locker Pretty useless postal solution if it dont deliver post,,,,,,,,,,,,,,,,,,,,,0
I haven t tried the amazon locker service I m always home for my deliveries so haven t had a need to,,,,,,,,,,,,,,,,,,,,,1
I ve grown to love Amazon Locker for this very reason,,,,,,,,,,,,,,,,,,,,,1
still no locker code but package delivered 2 days ago and no phone or way to get resolution online,,,,,,,,,,,,,,,,,,,,,1
Im off to return an Amazon product by putting it in an amazon Locker near my house Very strange,,,,,,,,,,,,,,,,,,,,,1
Service fail Why does hide support phone on site Package delivered to a Locker yesterday and still no Locker code,,,,,,,,,,,,,,,,,,,,,0
I m unsure about that specific Staples however we are still offering Amazon Locker services DR,,,,,,,,,,,,,,,,,,,,,1
Ugh I want to build a Lego set but the one I want is in an amazon locker 10 minutes away and I m not dressed any more,,,,,,,,,,,,,,,,,,,,,1
Amazon you dorks How can I print a returns label using the faulty printer cartridges you sent me eh Same for Amazon locker D oh,,,,,,,,,,,,,,,,,,,,,1
guerrilla warfare RT Staples is getting passive aggressive about Amazon locker Staples,,,,,,,,,,,,,,,,,,,,,1
Oh shit I was really looking forward to watching that film On another note have you tried the Amazon locker delivery service,,,,,,,,,,,,,,,,,,,,,1
Locker is a BRILLIANT concept Dayum why didn t I think of that LOL,,,,,,,,,,,,,,,,,,,,,1
and for other reasons Like I didn t quite order the correct item from Amazon 3 30 to drop off at one of their locker things,,,,,,,,,,,,,,,,,,,,,0
seriously my amazon locker ,,,,,,,,,,,,,,,,,,,,,0
Off to the amazon locker pickup in liverpool one with my special code I feel like Jason Bourne,,,,,,,,,,,,,,,,,,,,,1
Always think locker is brilliant,,,,,,,,,,,,,,,,,,,,,1
Just had some things shipped to an amazon locker Sounds like a pretty awesome idea Wish me luck,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker is pretty cool Amazon Locker returns amazing,,,,,,,,,,,,,,,,,,,,,1
if standard shipping was 12 is that fair cus my shipping for foot locker champs be abt 8 max amazon be a hot 3,,,,,,,,,,,,,,,,,,,,,1
Recyclebank 5 Amazon Starbucks CVS and Foot Locker eGift Cards Available Again,,,,,,,,,,,,,,,,,,,,,1
Amazon locker is pretty great Used it acouple of times Would have missed the delivery otherwise quicker than supersaver del,,,,,,,,,,,,,,,,,,,,,1
Recyclebank 5 Amazon Starbucks CVS and Foot Locker eGift Cards Available Again ,,,,,,,,,,,,,,,,,,,,,1
RecycleBank 5 Amazon Starbucks CVS and Foot Locker eGift Cards Available Again,,,,,,,,,,,,,,,,,,,,,1
Ordered from on SUNDAY and the package was in the Amazon locker in just over 24hrs That s incredible service,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker  Like,,,,,,,,,,,,,,,,,,,,,1
Used the Amazon locker service for the first time Picked up my parcel today Very impressed Much quicker cheaper than home delivery,,,,,,,,,,,,,,,,,,,,,1
using an amazon locker is much like being jason bourne just picking up a book about cricket rather than a few forged passports and a luger,,,,,,,,,,,,,,,,,,,,,1
Photo Locker Pro de Handy Apps Inc Rang en termes de ventes pour App Shop pour Android,,,,,,,,,,,,,,,,,,,,,1
Awesome Amazon locker service is legit,,,,,,,,,,,,,,,,,,,,,1
These mfs on Amazon charging 250 for Toro 4 s and when they re 160 in Foot locker,,,,,,,,,,,,,,,,,,,,,1
Nice one Amazon ordered Gym Ball and you tell me it s too big for locker What Ball Silver 30in 75cm  via,,,,,,,,,,,,,,,,,,,,,1
Just saw this amazon locker in Co op Oh my days next level right here So going to go order,,,,,,,,,,,,,,,,,,,,,1
i guess i ll put this money on my card then order some more cases off amazon order a pair of shoes off foot locker,,,,,,,,,,,,,,,,,,,,,1
of interest Revamped co op in Sydenham has an Amazon Locker Not yet active but all installed,,,,,,,,,,,,,,,,,,,,,0
Revamped co op in Sydenham has an Amazon Locker Not yet active but all installed,,,,,,,,,,,,,,,,,,,,,0
Collecting my amazon parcel from a locker was the most excitement I ve had in weeks,,,,,,,,,,,,,,,,,,,,,1
Just used our local Amazon Locker Faster and less stress than trying to 2nd guess the postman,,,,,,,,,,,,,,,,,,,,,0
First time I have used the Amazon Locker service dead easy to pick up your stuff and am lucky to have one close to my office Impressed,,,,,,,,,,,,,,,,,,,,,1
Wow I had no idea that has Amazon Locker there s one right near me that s awesome,,,,,,,,,,,,,,,,,,,,,1
Just made my first Amazon locker pick up Don t know why it should seem more magical than arriving thro home letterbox but it does,,,,,,,,,,,,,,,,,,,,,1
Have them delivered to work or a Amazon locker our your back yard like the rest of us do,,,,,,,,,,,,,,,,,,,,,1
They just put in an Amazon Locker in at my apartment I don t know what this means but I am determined to like it,,,,,,,,,,,,,,,,,,,,,1
Just used that Amazon locker It was great,,,,,,,,,,,,,,,,,,,,,1
While annoyed that I couldn t change a delivery address to an Locker location through the website customer service was awesome,,,,,,,,,,,,,,,,,,,,,1
Just used an Amazon Locker to return a product and it was so incredibly simple I can t believe it,,,,,,,,,,,,,,,,,,,,,1
The Chillest Most High Tech 7 Eleven Has Free Wi Fi and an Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
amazon locker to love more  ,,,,,,,,,,,,,,,,,,,,,1
amazon locker is amazing,,,,,,,,,,,,,,,,,,,,,1
The Chillest Most High Tech 7 Eleven Has Free Wi Fi and an Amazon Locker via,,,,,,,,,,,,,,,,,,,,,1
The Chillest Most High Tech 7 Eleven Has Free Wi Fi and an Amazon Locker Betabeat ,,,,,,,,,,,,,,,,,,,,,1
Betabeat The Chillest Most High Tech 7 Eleven Has Free Wi Fi and an Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
Trying that Amazon locker delivery for the first time See how it goes,,,,,,,,,,,,,,,,,,,,,1
Just dropped off my first return via Amazon Locker Pretty cool,,,,,,,,,,,,,,,,,,,,,1
Co op at cricklewood has removed its really useful bits n pieces household department in favour of one of those Amazon locker doohickies,,,,,,,,,,,,,,,,,,,,,1
Awesome First time using an AMZN locker Super easy love Amazon,,,,,,,,,,,,,,,,,,,,,1
Wow Anyone knows about this locker This is a locker to pick up What you order at Amazon But why do we,,,,,,,,,,,,,,,,,,,,,1
Amazon locker scores,,,,,,,,,,,,,,,,,,,,,1
its an Amazon locker at Hammersmith station You can have your amazon order delivered to it then pick it up on your way home,,,,,,,,,,,,,,,,,,,,,1
Itella Smartpost is like Amazon locker isn t it I used Smartpost a few times already it s quite nice,,,,,,,,,,,,,,,,,,,,,1
i did some research Amazon locker not available in Your area Some heavy or bulky items offer limited scheduled delivery,,,,,,,,,,,,,,,,,,,,,0
Meet Telly GrandMarc s Amazon locker that was just installed by the vending machines in the clubhouse When you,,,,,,,,,,,,,,,,,,,,,1
DoNotTOUCH integrity is the 2hr one smh We re official amazon so were 8hr But you ll get you d locker and ID badge that day too,,,,,,,,,,,,,,,,,,,,,1
Box Brothers West Hollywood Ca 1st Amazon Locker Location,,,,,,,,,,,,,,,,,,,,,1
Just collected a package from an amazon locker I like the future,,,,,,,,,,,,,,,,,,,,,1
wolf your amazon locker has a name Mine s is Fig,,,,,,,,,,,,,,,,,,,,,1
Long run I would categorize DC blocking Walmart more as a victory for Amazon and their same day locker services than small local businesses,,,,,,,,,,,,,,,,,,,,,1
Hurry up package Come to my Amazon locker,,,,,,,,,,,,,,,,,,,,,1
This Amazon locker around the corner from me is about to change the whole game,,,,,,,,,,,,,,,,,,,,,0
haha yea I think I m got to do that Amazon Locker thing,,,,,,,,,,,,,,,,,,,,,1
This Amazon Locker thing seems totally cloak and dagger I m tempted to try it just because,,,,,,,,,,,,,,,,,,,,,1
I love amazon locker My little sardine is almost home,,,,,,,,,,,,,,,,,,,,,1
one race riots at Foot Locker the other race orders from Amazon,,,,,,,,,,,,,,,,,,,,,0
Just placed my first Amazon order with delivery to an Amazon Locker Exciting well for me,,,,,,,,,,,,,,,,,,,,,1
Amazon 7eleven Locker in store  ,,,,,,,,,,,,,,,,,,,,,1
An Amazon locker airside in Gatwick and Heathrow Airports would be a fine thing indeed,,,,,,,,,,,,,,,,,,,,,1
RT Check out the new Locker that was just installed at Univ Est in Austin TX twitter com fhvMIVGgxD,,,,,,,,,,,,,,,,,,,,,1
Seeing the Locker trend take off is VERY cool to watch Nicely done all pic twitter com DuuFKRYh5g,,,,,,,,,,,,,,,,,,,,,1
Check out the new Locker that was just installed at University Estates in Austin TX twitter com TRpR8oCygs,,,,,,,,,,,,,,,,,,,,,1
locker is the best pic twitter com sYbRVR13tb,,,,,,,,,,,,,,,,,,,,,1
check out the new locker installed at Amazing leading the way in pic twitter com hDtHWHycmx,,,,,,,,,,,,,,,,,,,,,1
okay I got a whole list goin on amazon of stuff light leveling kit rims diff locker,,,,,,,,,,,,,,,,,,,,,1
Litter Locker II Refill is now on sale for 8 82 at Amazon Product page ,,,,,,,,,,,,,,,,,,,,,1
Dropped off Amazon locker pieces at,,,,,,,,,,,,,,,,,,,,,1
Stupidly had some stuff sent to the amazon locker miles away from my house,,,,,,,,,,,,,,,,,,,,,0
Amazon prime delivery to my local locker with text notify delivery is great looking for others to catch up,,,,,,,,,,,,,,,,,,,,,1
Amazon locker is a good example I still love Zappos order on Feb 29th of leap year return by next leap year,,,,,,,,,,,,,,,,,,,,,1
Today is a three parcel day Collected first one from Amazon locker those lockers are awesome Two to go,,,,,,,,,,,,,,,,,,,,,1
THATSMEE ebay amazon foot locker,,,,,,,,,,,,,,,,,,,,,1
I am using an Amazon locker,,,,,,,,,,,,,,,,,,,,,1
How can any Android user make Amazon their digital locker of choice if Instant Video still isn t available for it,,,,,,,,,,,,,,,,,,,,,1
Text message from my parcel has just been delivered to the Amazon Locker in a nearby shop,,,,,,,,,,,,,,,,,,,,,1
use amazon locker get charged 10 shipping wait 5 days don t use amazon locker get free shipping wait 2 days mfw,,,,,,,,,,,,,,,,,,,,,1
My mistake Forgot to use the Amazon Locker near me It s fantastic they deliver there and you can collect anytime 7 11 Grrrr,,,,,,,,,,,,,,,,,,,,,0
If you are a business on Amazon and I can t get a delivery from you to an Amazon locker I don t want to order from you,,,,,,,,,,,,,,,,,,,,,1
Amazon locker love this service 7 Eleven,,,,,,,,,,,,,,,,,,,,,1
Just used an Amazon Locker for the first time brilliant,,,,,,,,,,,,,,,,,,,,,1
Loving Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
Disproportionately excited at the thought of fetching something from an Amazon Locker this evening,,,,,,,,,,,,,,,,,,,,,1
How am I just now hearing about this amazing awesomeness Amazon Locker Delivery via,,,,,,,,,,,,,,,,,,,,,1
First Amazon Locker pickup experience success,,,,,,,,,,,,,,,,,,,,,1
First pick up from an amazon locker,,,,,,,,,,,,,,,,,,,,,1
Gotta love Amazon Locker at,,,,,,,,,,,,,,,,,,,,,1
It s due to land in an Amazon Locker near me tomorrow It s being delivered by TNT It s coming from Fife,,,,,,,,,,,,,,,,,,,,,0
Litter Locker Refill for 1 or Litter Locker Plus is now on sale for 7 79 at Amazon Product page,,,,,,,,,,,,,,,,,,,,,1
UK Quadra teamwear locker bag Quadra 532 Sales Rank in Shoes Bags 274 was 1,,,,,,,,,,,,,,,,,,,,,0
A middle age mom just introduced me to the concept of Learned something useful today pic twitter com YdgOm5nemb,,,,,,,,,,,,,,,,,,,,,1
Last few days alarm call been mailman banging on the door wish everything could be delivered to the Amazon Locker downstairs,,,,,,,,,,,,,,,,,,,,,0
Also I m getting it delivered by Amazon s locker scheme Interested to test it I hope no St Anne s pikey manages to brute force my code,,,,,,,,,,,,,,,,,,,,,1
you telling me that there is not an Amazon Locker close to,,,,,,,,,,,,,,,,,,,,,1
burch the adizero shadow ones at foot locker but i had to buy them on amazon,,,,,,,,,,,,,,,,,,,,,1
Keyboard died Saturday night so I hopped on and it arrived early this morning at my local amazon locker Saved my life Thx Amazon,,,,,,,,,,,,,,,,,,,,,1
I love Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
s iOS push notifications that your delivery has arrived at the locker aren t worth much when they happen five hours late,,,,,,,,,,,,,,,,,,,,,1
How late do TNT work until for deliveries Parcel due to Amazon locker today but not arrived yet Last few all arrived in morning,,,,,,,,,,,,,,,,,,,,,0
Decided to have my latest Amazon purchase shipped to an Amazon Locker First time using it let s see how this goes,,,,,,,,,,,,,,,,,,,,,1
How To Use Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
Phew managed to cancel an order with Amazon forgot that delivery to locker now not free Now delivery to home free,,,,,,,,,,,,,,,,,,,,,1
Kelly s Locker Sarah Cracknell  via,,,,,,,,,,,,,,,,,,,,,1
super excited about picking my purchases from co op locker tomorrow seriously convenient Thank you,,,,,,,,,,,,,,,,,,,,,1
Interesting to see that Amazon Locker has reached Any other folk got it on their campus pic twitter com QFiRmyXYJi,,,,,,,,,,,,,,,,,,,,,1
locker shipping option worked great traveling and got delivery overnight only wish I had link to location in SMS notification,,,,,,,,,,,,,,,,,,,,,1
an Amazon locker What is this thing you speak of,,,,,,,,,,,,,,,,,,,,,1
Underestimated how near my closest amazon locker was I got lost too Ready to drop,,,,,,,,,,,,,,,,,,,,,1
UK The Hurt Locker DVD Jeremy Renner Actor Anthony Mackie Actor Kathryn Bigelow,,,,,,,,,,,,,,,,,,,,,1
Saw this title earlier today Locker 572 Caught my attention Read summary at Amazon Downloaded it and am already drawn into plot,,,,,,,,,,,,,,,,,,,,,1
New keyboard ordered last night after a spill Delivery alert from watch Picked up from locker today I live in the future,,,,,,,,,,,,,,,,,,,,,1
What the hell is,,,,,,,,,,,,,,,,,,,,,1
just pre ordered Madden 25 with Amazon to get the Sunday ticket for free also using the Amazon locker for this delivery,,,,,,,,,,,,,,,,,,,,,1
They may pay no tax but the Amazon locker system is a thing of beauty Beats the lottery will my package actually ready for collection,,,,,,,,,,,,,,,,,,,,,1
Getting something delivered to an Amazon Locker for the first time Nice to know that I wont have to wait around at home for the delivery,,,,,,,,,,,,,,,,,,,,,1
Ooh Huawei WiFi repeater is waiting for me already at Amazon locker,,,,,,,,,,,,,,,,,,,,,1
that s what I meant by asking about the amazon locker Apparently collect plus stores are random corner shops,,,,,,,,,,,,,,,,,,,,,0
doesn t the coop have some sort of special amazon locker thing Maybe that counts s,,,,,,,,,,,,,,,,,,,,,1
Amazon s AutoRip feature is now available in the UK any CD you ve bought from them in the past is in your MP3 cloud locker from today,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker I think color doesn t really matter but I sort of hated all the other colors,,,,,,,,,,,,,,,,,,,,,0
Chicago Blackhawks 2013 Stanley Cup Champions Reebok Official Locker Room Hat by,,,,,,,,,,,,,,,,,,,,,1
Miami Heat 2013 NBA Champions Adidas Locker Room Strap Back Hat by Unknown 181 S,,,,,,,,,,,,,,,,,,,,,0
OK so I ve just discovered that there s an Amazon Locker in Bromley This will change my life,,,,,,,,,,,,,,,,,,,,,1
Just seen an amazon locker in co op which my firm puts in,,,,,,,,,,,,,,,,,,,,,0
Wonder how we can get an Amazon locker for there s one at twitter com ZRozbx5Vt1,,,,,,,,,,,,,,,,,,,,,1
Just put it in my Amazon locker in the Merrion Centre thanks,,,,,,,,,,,,,,,,,,,,,1
Ivy buys locker with a snow cone maker in it guy appraises it for 1500 bucks Buy it at Amazon for 200,,,,,,,,,,,,,,,,,,,,,1
Holy crap amazon locker is awesome,,,,,,,,,,,,,,,,,,,,,1
Just tried the locker thing and it worked perfectly Another great service from the guys who think ahead,,,,,,,,,,,,,,,,,,,,,1
Just used an Amazon locker for first time Sweet,,,,,,,,,,,,,,,,,,,,,1
Amazon locker system actually quite genius Enter code your special locker door opens bingo,,,,,,,,,,,,,,,,,,,,,1
About to pick up a package using the Amazon locker system All very secret agent find the orange locker at the back of shop enter code,,,,,,,,,,,,,,,,,,,,,0
simple order from amazon get the item delivered to a locker in merrion type in code locker opens next day only 2,,,,,,,,,,,,,,,,,,,,,1
You not got the option of the Amazon Locker for the Prime stuff Or too big,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman by Next Replace the concierge,,,,,,,,,,,,,,,,,,,,,1
Miami Heat 2013 NBA Champions Adidas Locker Room Strap Back Hat dile ah Alan,,,,,,,,,,,,,,,,,,,,,1
Htc one waiting for me in amazon locker Looking forward to giving android a try after being exclusively iOS since first iPhone,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman PandoDaily,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman If Clean Cube works out it could replace doormen At leas,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman  via,,,,,,,,,,,,,,,,,,,,,1
Clean Cube is like Amazon Locker mixed with a doorman ,,,,,,,,,,,,,,,,,,,,,1
I could use one of these @PandoDaily Clean Cube is like Amazon Locker mixed with a doorman ,,,,,,,,,,,,,,,,,,,,,1
Tried out Amazon Locker today and it worked like a charm eleven 7 Eleven,,,,,,,,,,,,,,,,,,,,,1
Going to try out the Amazon Locker system this week Been meaning to for ages but only noticed option by accident today,,,,,,,,,,,,,,,,,,,,,1
Locker vs Techcrunch  my view via,,,,,,,,,,,,,,,,,,,,,1
First delivery to an Amazon Locker I was way too excited about it Blame the coffee,,,,,,,,,,,,,,,,,,,,,1
Reducing shopping friction Amazon Locker s in Co op pic twitter com PQkeyCdwYA,,,,,,,,,,,,,,,,,,,,,1
The Amazon Locker at a 7 11 ,,,,,,,,,,,,,,,,,,,,,1
Miami Heat 2013 NBA Champions Adidas Locker Room Strap Back Hat,,,,,,,,,,,,,,,,,,,,,1
Saw my first amazon locker in the wild today 7 Eleven,,,,,,,,,,,,,,,,,,,,,1
When I was in Denmark Hill recently I spotted the Amazon Locker branding alongside the Co op fascia pic twitter com V7FvgDC0GB,,,,,,,,,,,,,,,,,,,,,1
was it an amazon shipping locker,,,,,,,,,,,,,,,,,,,,,1
ooh guys amazon locker delivery is free til the end of the month,,,,,,,,,,,,,,,,,,,,,1
anyone know where exactly the amazon locker is in the merrion centre it says Almond is there a shop with that name,,,,,,,,,,,,,,,,,,,,,1
amazon have a locker in merrion centre now 2 for next day delivery not bad eh,,,,,,,,,,,,,,,,,,,,,1
Got a mailer from Brilliant concept Like amazon locker for all my online purchases If one s nearby I ll be using it soon,,,,,,,,,,,,,,,,,,,,,1
Amazon pickup No USPS dependency nice pic twitter com tc0ffO9gRA,,,,,,,,,,,,,,,,,,,,,1
amazon locker is the new,,,,,,,,,,,,,,,,,,,,,1
PLEASE roll out Amazon Locker faster The I have no doorman blues are cramping my style,,,,,,,,,,,,,,,,,,,,,1
I ve had a package at an Amazon locker now for a week Really need a new intern to go fetch those things for me,,,,,,,,,,,,,,,,,,,,,1
glad to see you survived your Amazon Locker delivery retrieval,,,,,,,,,,,,,,,,,,,,,1
One day I ll come to work find the temp optimized for humans Our current model seems to alternate between Amazon Basin Meat Locker,,,,,,,,,,,,,,,,,,,,,1
amazon have split the order I placed to go to a local locker in two Neither have arrived at locker today yet,,,,,,,,,,,,,,,,,,,,,1
quick update on my amazon locker experience instead of my order of earbud headphones i picked up pictures of a councilman and his mistress,,,,,,,,,,,,,,,,,,,,,1
Plano Molding Foot locker  via,,,,,,,,,,,,,,,,,,,,,1
Going to live tweet my first experience picking up an item from an Amazon Locker in case the drop goes awry you can witness it go down,,,,,,,,,,,,,,,,,,,,,1
Amazon locker Genius,,,,,,,,,,,,,,,,,,,,,1
Stack On Locker Home Depot 650 Amazon 400 Some random Christian Store around my house 85,,,,,,,,,,,,,,,,,,,,,0
Ordered Apple TV to Amazon Locker at 11 58 A M Arrived at 4 24 P M So thats kind of cool,,,,,,,,,,,,,,,,,,,,,1
David Owen gives us a look at the Amazon Rain Forest shower heads in the Merion Locker Room take it from me it,,,,,,,,,,,,,,,,,,,,,1
Ordered my birthday watch off chose delivery to a locker in a local supermarket WOW what a great service that is impressed me,,,,,,,,,,,,,,,,,,,,,1
How do we become an Amazon Locker location,,,,,,,,,,,,,,,,,,,,,1
DAMMMMMMMIT I just got the notification saying that my package was delivered To the Amazon Locker By my WORK,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker seems to work better than having The Last Of Us delivered and subsequently stolen from my front door,,,,,,,,,,,,,,,,,,,,,1
In It s the last mile that counts Amazon Locker s a great example,,,,,,,,,,,,,,,,,,,,,1
has anyone tried out the amazon locker service i have an order delivered to one for 1st time feels very cloak dagger bulk toilet paper,,,,,,,,,,,,,,,,,,,,,1
Ooh My Amazon locker order has arrived a day early Go pick that up in a bit,,,,,,,,,,,,,,,,,,,,,1
Amazon Locker Same Day deliveries are bananas,,,,,,,,,,,,,,,,,,,,,1
Dear world you re getting pretty cool Or maybe I m just really impressed with the new Amazon Locker living in New York Yeah that s it,,,,,,,,,,,,,,,,,,,,,1
Anyone know what an amazon locker is pic twitter com qJyF2hQ7Tv,,,,,,,,,,,,,,,,,,,,,1
Two mahoosive Cisco books turned up in my Amazon locker Time to regain my CCNA cert that expired 10 years ago,,,,,,,,,,,,,,,,,,,,,1
First time using an Amazon locker,,,,,,,,,,,,,,,,,,,,,1
Plume for Twitter Premium Out of Milk Amazon App store they do a free app every day ADW skinning Widget Locker,,,,,,,,,,,,,,,,,,,,,1
