,Text,,,,,,,,,,,,,,,,,,,,,Label
3157,Just finished the call The package was set to be delivered to the Amazon Locker at my apartment complex but UPS was told by Amazon it required a signature to be delivered But I had it sent to the locker because I knew I wouldnt be there,,,,,,,,,,,,,,,,,,,,,0
3158,amazon has once again found a new way to misdeliver a package to me amazon logistics says it s delivered but amazon says it s not and there s no code for the locker p,,,,,,,,,,,,,,,,,,,,,1
3159,Im really trying to wait till my item gets delivered to the Amazon locker downtown Cleveland I was hoping it would have been there by the time I got done with volunteering However it appears that Im going to be waiting down here because Im not leaving and coming back,,,,,,,,,,,,,,,,,,,,,1
3160,Finally found a way to reduce dependence on Sheer incompetence of which can t deliver on time even to an Amazon Locker that is working and routinely claims packages are delivered that arrive days later also spectacularly unhelpful,,,,,,,,,,,,,,,,,,,,,1
3161,You could ask to deliver on a nearby Amazon locker that s what I do in the US,,,,,,,,,,,,,,,,,,,,,1
3162,The weekly deep dive into Amazon prime for old movies 70 s onwards to add to my list which I probably will never get round to watching Current status maybe the first 10 mins of The Hurt Locker Also rewatching for 3rd time wife decided she wants to get involved 1 2,,,,,,,,,,,,,,,,,,,,,1
3163,Have you had a chance to reach out to Hermes directly regarding these delivery issues You may also want to check to see if there is an Amazon Locker nearby Please keep us in the loop LB,,,,,,,,,,,,,,,,,,,,,1
3164,Send them to an amazon locker near the venue and you can pick them up when you get into town Gives it more time to get there,,,,,,,,,,,,,,,,,,,,,1
3165,Amazon locker that shit free one day pick up pic twitter com KKbYoLCFSO,,,,,,,,,,,,,,,,,,,,,1
3166,My last items shipped for the party I gotta pick em up from the amazon locker today,,,,,,,,,,,,,,,,,,,,,1
3167,Shoulda had it put in an Amazon locker Email Timbo and tell him he should put em in his pubs,,,,,,,,,,,,,,,,,,,,,1
3168,Apparently you can t have pepper spray shipped to the Amazon Locker at Whole Foods,,,,,,,,,,,,,,,,,,,,,1
3169,Game is currently delayed It sadly appears Cam s hair was struck by lightning A very dangerous situation as fans run for cover Cam s in locker room ordering more head scarfs on Amazon pic twitter com lnj7E0lTg2,,,,,,,,,,,,,,,,,,,,,0
3170,By offering locker services gas station owners are experimenting with new strategies to plan for a future of diminishing fuel demand as become more prevalent ,,,,,,,,,,,,,,,,,,,,,1
3171,Oh that SUCKS Are you near an Amazon locker My brother uses one and has good luck,,,,,,,,,,,,,,,,,,,,,1
3172,I called up amazon and they gave me the value as a gift card balance which was transferred same day I ordered a package to an amazon locker and it was either missing fell off the back of a lorry It all got sorted,,,,,,,,,,,,,,,,,,,,,0
3173,Creative Amazon Locker name is creative pic twitter com TRLRnsJRRf,,,,,,,,,,,,,,,,,,,,,1
3174,Anyone else take a photo of the inside of the Amazon Locker when collecting your parcel to check that you ve got everything because you re not tall enough to see,,,,,,,,,,,,,,,,,,,,,1
3175,why is the Amazon Hub Locker Bitter Lake not open It is 9 12am,,,,,,,,,,,,,,,,,,,,,0
3176,Hi there Thank you for bringing this to our attention We re sorry to hear about the trouble with the Amazon Hub Locker but we re glad to hear that you ve been able to obtain your parcel Please reach out if you ever need us We re always here to help any way we can SL,,,,,,,,,,,,,,,,,,,,,1
3177,I had a chat this morning with due to a missing amazon hub locker code They were experiencing some issues with it so I had to wait a bit longer 10 mins after I just got my code got an unexpected follow up call to make sure I got it correctly So damn cool THANKS,,,,,,,,,,,,,,,,,,,,,1
3178,An amazon locker fell on me and knocked me out cold for bout 10 seconds apparently lool had better days,,,,,,,,,,,,,,,,,,,,,0
3179,Just got off phone with Amazon because of same issue Amazon Locker IT team says there is some kind of issue that is affecting Amazon Lockers nationwide We ll have to just wait for it to be solved maybe check with your colleagues before sending canned replies,,,,,,,,,,,,,,,,,,,,,1
3180,Hello the app says my package has been delivered to the Amazon Locker that I selected but I don t have a collection code in my emails or within the app Please could you advise,,,,,,,,,,,,,,,,,,,,,1
3181,Every hospital needs an Amazon locker ,,,,,,,,,,,,,,,,,,,,,1
3182,had a parcel delivered to an amazon locker tracked parcel delivered But Ive not had an email with the code,,,,,,,,,,,,,,,,,,,,,1
3183,Head over to Amazon and grab this Pom Pom Wow  Locker Room Dcor Set only 3 95 reg 19 99 Free Shipping for Prime Members or orders over 25 00 pic twitter com BuVwMBx9iD,,,,,,,,,,,,,,,,,,,,,1
3184,Where is the Amazon Locker MA,,,,,,,,,,,,,,,,,,,,,1
3185,Yall please pray that my new book is delivered to my Amazon Locker before work today,,,,,,,,,,,,,,,,,,,,,1
3186,Can you give us more information Did you refer to an Amazon Locker Let us know FA,,,,,,,,,,,,,,,,,,,,,1
3187,Check this out theres now a huge Amazon locker in front of my neighborhood 7 11 so I can get books and Slurpees at once dont me,,,,,,,,,,,,,,,,,,,,,1
3188,Thanks let me know what I need to do purchased on Amazon picked up this afternoon In a hurry so dropped packaging in recycling bin close to the Amazon locker didn t check book until bus home I do walk past Dishoom Edinburgh most days so maybe we could swap copies,,,,,,,,,,,,,,,,,,,,,1
3189,so why am i just now hearing about this whole amazon pub locker thing,,,,,,,,,,,,,,,,,,,,,1
3190,tried to order a new charger to a amazon locker near my place and its FULL,,,,,,,,,,,,,,,,,,,,,1
3191,Weirdly to have this shipped to an Amazon locker would ve been an extra 7 which I did not understand,,,,,,,,,,,,,,,,,,,,,0
3192,Need another reason to order from Amazon Well there s now an Amazon locker in the SUB pic twitter com 2CgPCBGQ4E,,,,,,,,,,,,,,,,,,,,,1
3193,have just listed Brand New Bisley Locker Deep Steel 4 Door W305xD457xH1802mm Goose for 170 00 via ,,,,,,,,,,,,,,,,,,,,,1
3194,Litter Locker Refill for r 1 or Litter Locker Plus is now on sale for 7 99 at Amazon Product page,,,,,,,,,,,,,,,,,,,,,1
3197,Has anyone tried having something to an Amazon pick up locker yet Hoping this might solve delivery issues,,,,,,,,,,,,,,,,,,,,,1
3198,NEW POST Shipping to Amazon Locker Why Doorman Buildings Are Overrated,,,,,,,,,,,,,,,,,,,,,1
3199,Where To Buy Inexpensive Kids Futon NFL Steelers Wood Laminate Foot Locker On Amazon,,,,,,,,,,,,,,,,,,,,,1
3200,very handy indeed Plus it saves having to wait at home to sign for a package Google Amazon Locker Lots around London,,,,,,,,,,,,,,,,,,,,,1
3201,UltraViolet Digital Movie Locker Expands with Amazon Samsung more at,,,,,,,,,,,,,,,,,,,,,1
3202,Sweet Email from Amazon to say my order has been delivered to the Amazon Locker near the office Handy service No need to stay at home,,,,,,,,,,,,,,,,,,,,,1
3203,Amazon I always make sure I got 2 in my gym bag 1 in my gym locker 1 in my book bag 1 lying around,,,,,,,,,,,,,,,,,,,,,1
3204,Amazon Locker Now I want to buy something and have it ship there just to try it out pic twitter com NcelKFrF,,,,,,,,,,,,,,,,,,,,,1
3205,I ve signed with amazon etc orders to my secure locker open 24x7 no waiting home free trial available,,,,,,,,,,,,,,,,,,,,,1
3206,If there was an Amazon locker near Union Sq Id be all over that,,,,,,,,,,,,,,,,,,,,,1
3207,Included with Prime account would be great @joejanecek amazon is getting into the locker business in some areas ,,,,,,,,,,,,,,,,,,,,,1
3208,amazon is getting into the locker business in some areas,,,,,,,,,,,,,,,,,,,,,1
3209,what is the point in getting something delivered to an amazon locker it s like CHOOSING to get a sorry you were out note,,,,,,,,,,,,,,,,,,,,,0
3210,Just picked up my package from an Amazon locker and I m obsessed So easy,,,,,,,,,,,,,,,,,,,,,0
3211,You can add the locker as a delivery address in your Amazon address book took me ages to figure that out,,,,,,,,,,,,,,,,,,,,,1
3212,There s an Amazon locker at Lewisham Shopping Centre by the way,,,,,,,,,,,,,,,,,,,,,1
3233,Used Amazon s new locker delivery service for the 1st time Great So easy to pick up my parcel which wouldn t fit through a letterbox,,,,,,,,,,,,,,,,,,,,,1
3234,Kapra India Support Engineer Amazon Locker at Amazon,,,,,,,,,,,,,,,,,,,,,1
3236,SECRET LOCKER ROOM FUCK is on Amazon Caught peeping on Jamie Adam will do anything to keep it secret,,,,,,,,,,,,,,,,,,,,,0
3237,Wow This amazon locker thing is pretty neat and handy pic twitter com pwet9iFT,,,,,,,,,,,,,,,,,,,,,1
3238,Amazing customer review of Hurt Locker on Amazon,,,,,,,,,,,,,,,,,,,,,1
3239,AMAZON Thomas Locker ,,,,,,,,,,,,,,,,,,,,,1
3240,MASONS MASONIC GIFT LOCKER TROLLEY TOKEN KEYRING by From HIBISCUS EXPRESS htt  via,,,,,,,,,,,,,,,,,,,,,1
3241,The new Locker delivery feature is the most amazing idea EVER,,,,,,,,,,,,,,,,,,,,,1
3242,The Hurt Locker Amazon Instant Video Jeremy Renner 532 Download 13 49 Visit the Best Sellers in Military,,,,,,,,,,,,,,,,,,,,,1
3243,UltraViolet Digital Movie Locker Expands with Amazon Samsung,,,,,,,,,,,,,,,,,,,,,1
3245,UltraViolet Digital Movie Locker Expands with Amazon Samsung via,,,,,,,,,,,,,,,,,,,,,1
3247,Hollywood s Locker Finds a Home in s Hallways ,,,,,,,,,,,,,,,,,,,,,1
3249,UltraViolet movie locker service coming to Amazon,,,,,,,,,,,,,,,,,,,,,1
3250,Hollywood s Digital Movie Locker Finds a Home in Amazon and The UltraViolet Initiative hasn t exactly been,,,,,,,,,,,,,,,,,,,,,1
3251,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3252,Amazon announces they ve signed on to support Hollywood s Ultraviolet digital locker system Does anyone even use it to begin with,,,,,,,,,,,,,,,,,,,,,1
3255,Hollywood s Digital Movie Locker Finds a Home in Amazon and,,,,,,,,,,,,,,,,,,,,,1
3257,UltraViolet Digital Movie Locker Expands with Amazon Samsung  via,,,,,,,,,,,,,,,,,,,,,1
3260,UltraViolet Digital Movie Locker Expands with Amazon Samsung PC Magazine,,,,,,,,,,,,,,,,,,,,,1
3264,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways,,,,,,,,,,,,,,,,,,,,,1
3266,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Basically all that means i that,,,,,,,,,,,,,,,,,,,,,1
3267,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Gizmodo,,,,,,,,,,,,,,,,,,,,,1
3269,Movie Info Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Good Stuff,,,,,,,,,,,,,,,,,,,,,1
3272,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Basically all tha,,,,,,,,,,,,,,,,,,,,,1
3276,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways The UltraViolet Initiative hasn,,,,,,,,,,,,,,,,,,,,,1
3279,Intel News Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3282,Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming The,,,,,,,,,,,,,,,,,,,,,1
3292,GizmodoFeed Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3293,Gizmodo Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3296,Amazon s movie locker,,,,,,,,,,,,,,,,,,,,,1
3297,UltraViolet Digital Movie Locker Expands with Amazon Samsung By Mark Hachman The collection of Hollywood studi,,,,,,,,,,,,,,,,,,,,,1
3302,UltraViolet Digital Movie Locker Expands with Amazon Samsung The Digital Entertainment Content Ecosystem DECE,,,,,,,,,,,,,,,,,,,,,1
3306,UltraViolet Digital Movie Locker Expands with Amazon Samsung Earlier this week Rovi and others announced Digi,,,,,,,,,,,,,,,,,,,,,1
3310,TechNews Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3313,@Lefsetz Anyone ever use Amazon Locker  Good concept Wish they had one in Dallas,,,,,,,,,,,,,,,,,,,,,1
3314,Streaming Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways ,,,,,,,,,,,,,,,,,,,,,1
3315,Hollywoods Digital Movie Locker Finds a Home in Amazon and Samsungs Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3321,GizModo Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3331,Gizmodo Alert Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3333,s Digital Movie Locker Finds a Home in and s Hallways,,,,,,,,,,,,,,,,,,,,,1
3334,Amazon casts flattering light on UltraViolet UltraViolet the digital locker effort supported by most of the ma,,,,,,,,,,,,,,,,,,,,,1
3338,Amazon casts flattering light on UltraViolet UltraViolet the digital locker effort supported by mo,,,,,,,,,,,,,,,,,,,,,1
3342,rt Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3343,CNET Amazon casts flattering light on UltraViolet UltraViolet the digital locker effort supported by most of,,,,,,,,,,,,,,,,,,,,,1
3350,twitterFeeding Hollywood s Digital Movie Locker Finds a Home in Amazon and Samsung s Hallways Streaming,,,,,,,,,,,,,,,,,,,,,1
3354,Anyone ever use Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
3356,UltraViolet Digital Movie Locker Expands with Amazon Samsung Just 19 movies are UV enabled that will grow in,,,,,,,,,,,,,,,,,,,,,1
3367,UltraViolet Digital Movie Locker Expands with Amazon Samsung By Mark Hachman The collection of Hollywoo plz RT,,,,,,,,,,,,,,,,,,,,,1
3368,UltraViolet Digital Movie Locker Expands with Amazon Samsung The collection of Hollywood studios and companies backin,,,,,,,,,,,,,,,,,,,,,1
3369,UltraViolet Digital Movie Locker Expands with Amazon Samsung Research has also shown that consumers are also 4,,,,,,,,,,,,,,,,,,,,,1
3370,UltraViolet Digital Movie Locker Expands with Amazon Samsung  PC Magazine,,,,,,,,,,,,,,,,,,,,,1
3373,Movie Info UltraViolet Digital Movie Locker Expands with Amazon Samsung Good Stuff,,,,,,,,,,,,,,,,,,,,,1
3374,Amazon gets on board with UltraViolet online movie locker system created by studios could be a game changer ,,,,,,,,,,,,,,,,,,,,,0
3377,UltraViolet Digital Movie Locker Expands with Amazon Samsung The collection of Hollywood,,,,,,,,,,,,,,,,,,,,,1
3382,Amazon Torrent Your digital music locker It s a 4 CD soundtrack,,,,,,,,,,,,,,,,,,,,,1
3391,This is super impressive from Amazon Amazon Locker Delivery Reviewed,,,,,,,,,,,,,,,,,,,,,1
3397,UltraViolet Digital Movie Locker Expands with Amazon Samsung The collection of Hollywood studios and companies,,,,,,,,,,,,,,,,,,,,,1
3400,UltraViolet Digital Movie Locker Expands with Amazon Samsung The collection of Hollywood studios and companies backing the UltraVio,,,,,,,,,,,,,,,,,,,,,1
3404,Breaking News UltraViolet Digital Movie Locker Expands with Amazon Samsung The collection,,,,,,,,,,,,,,,,,,,,,1
3405,This could be useful Amazon Locker Delivery ,,,,,,,,,,,,,,,,,,,,,1
3406,Amazon locker was very efficient type in code grab book get curious look from the shopkeeper leave with book,,,,,,,,,,,,,,,,,,,,,1
3407,amazon has locker delivery in nyc seattle and london holy cow ,,,,,,,,,,,,,,,,,,,,,0
3408,Have it delivered to your Amazon locker RT I ll only order if it s available on Prime,,,,,,,,,,,,,,,,,,,,,1
3409,I wish they had this when I was still living in NYC Amazon Locker Delivery,,,,,,,,,,,,,,,,,,,,,1
3410,Just learned about the locker service can t wait for it to hit SF ,,,,,,,,,,,,,,,,,,,,,1
3411,Pen and Paper Hoarder Black Barrel Post it it Flag Highlighter Pen via AMAZON Locker,,,,,,,,,,,,,,,,,,,,,0
3412,Check this video out Amazon Locker Hands On  via,,,,,,,,,,,,,,,,,,,,,1
3413,TIL about s locker delivery service Thanks to s email newsletter mentioning it,,,,,,,,,,,,,,,,,,,,,1
3414,Just learned something new about Prime called Locker Delivery from Another reason I love Prime ,,,,,,,,,,,,,,,,,,,,,1
3415,I just listed Victorious Blue Locker Decorator for 19 75 via ,,,,,,,,,,,,,,,,,,,,,1
3416,Discovered Amazon Locker at my local library innovative parcel delivery pickup facility pic twitter com s0Ai4KiZ,,,,,,,,,,,,,,,,,,,,,1
3418,At least my Doctor Who DVD is waiting patiently for me in the Amazon Locker,,,,,,,,,,,,,,,,,,,,,0
3419,I mayb v slow but just discovered abt Amazons locker location service so u can collect orders nearby approp time Gr8 if live in London,,,,,,,,,,,,,,,,,,,,,0
3421,Had an item delivered to Amazon Locker Awesome system and easy to use Hope you keep it,,,,,,,,,,,,,,,,,,,,,1
3422,Brilliant Amazon locker delivery of new running headphones turned up Get in,,,,,,,,,,,,,,,,,,,,,1
3423,Amazon Deal Detroit Locker 162C59A Differential Locker with 28 Spline for GM 7 5 10 Bolt Rear End,,,,,,,,,,,,,,,,,,,,,1
3424,v there s also Amazon locker you re living under a rock man,,,,,,,,,,,,,,,,,,,,,1
3425,Working on my second smutty book For those that would like a taste get a copy of Locker Room Gangbang Amazon ,,,,,,,,,,,,,,,,,,,,,1
3426,I just bought NBA Portland Trailblazers 11 by 17 inch Locker Room Sign by WinCraft via ,,,,,,,,,,,,,,,,,,,,,1
3427,Where is the nearest Amazon locker to me I m in Holborn,,,,,,,,,,,,,,,,,,,,,1
3429,My first Amazon locker spot in London O2 shopping centre Finchley Rd,,,,,,,,,,,,,,,,,,,,,1
3430,G STAR New Locker Regular Pants vegas denim tumble destroyed 32 34,,,,,,,,,,,,,,,,,,,,,1
3431,amazon The Time Hackers You ever open your locker and find that some joker has left something reall blackfriday,,,,,,,,,,,,,,,,,,,,,1
3433,First time I ve seen one of these Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
3435,Hurt Locker Blu ray is now on sale for 16 49 at Amazon Product page,,,,,,,,,,,,,,,,,,,,,1
3436,wow since when have Amazon done this locker delivery what a brilliant idea,,,,,,,,,,,,,,,,,,,,,1
3437,I just listed New Era Texas Rangers Charcoal 2011 American League Champions Locker Room for 25 00 via ,,,,,,,,,,,,,,,,,,,,,1
3438,Amazon locker in shopping centre Whoah,,,,,,,,,,,,,,,,,,,,,1
3440,Longridge TRUNK LOCKER,,,,,,,,,,,,,,,,,,,,,1
3441,it would great if amazon started to roll out there locker service then you pick it up in your own time,,,,,,,,,,,,,,,,,,,,,1
3442,Amazon Locker amazement continues and no shipping fee MAAAAAAN this is THE BEST THING Yay,,,,,,,,,,,,,,,,,,,,,1
3443,Man this Amazon Locker thing is so cool there s one at my gym No more getting packages stolen off the porch D,,,,,,,,,,,,,,,,,,,,,1
3444,Just used s amazon locker for the first time to pick up Xmas gift Super easy and convenient Thanks,,,,,,,,,,,,,,,,,,,,,1
3445,I just listed NBA Men s Dallas Mavericks 2011 Finals Locker Room Championship Hat for 17 51 via ,,,,,,,,,,,,,,,,,,,,,1
3446,Photo locker is clutch Esp for us doorman less NY ers Taken with instagram,,,,,,,,,,,,,,,,,,,,,0
3447,amazon Jonny Flynn Signed Syracuse 2008 Locker Room Chair NBA Chairs Jonny Flynn was the heart an blackfriday,,,,,,,,,,,,,,,,,,,,,1
3449,Jef World of Golf Trunk Locker Jef World of Golf Trunk Locker by Jef,,,,,,,,,,,,,,,,,,,,,1
3451,Hmm I can get a Foot Locker giftcard so I can buy a Blue Jays hat I mean no point of keep getting Amazon ones,,,,,,,,,,,,,,,,,,,,,0
3452,2011 Bowman Sterling Jake Locker Serial d 20 25 Jersey Rookie Card  via,,,,,,,,,,,,,,,,,,,,,1
3453,kr3w locker zip fleece cobalt L,,,,,,,,,,,,,,,,,,,,,1
3455,we were just establishing whether amazon sold sheds is all Wondering if we could get one delivered to a locker,,,,,,,,,,,,,,,,,,,,,1
3456,Wish I could put things into an Amazon locker and come back to pick them up wrapped and ready for Christmas,,,,,,,,,,,,,,,,,,,,,1
3457,Amazon Locker seems to be an epic fail for me thus far Of the last 5 things I ve wanted shipped to one it would only allow one of them,,,,,,,,,,,,,,,,,,,,,0
3458,Keep missing UPS delivery Amazon Locker will deliver your order to a local safe location for you to pick up any time,,,,,,,,,,,,,,,,,,,,,1
3459,I just listed Dallas Mavericks 2011 Official NBA Finals Champions Locker Room Champs Ad for 22 00 via ,,,,,,,,,,,,,,,,,,,,,1
3460,NYers Amazon Locker rules,,,,,,,,,,,,,,,,,,,,,1
3461,Spotted This Locker at Rite Aid on 6th Ave No More Getting Caught by UPS in PJs,,,,,,,,,,,,,,,,,,,,,0
3463,Deals For Plastic Trunks Plano Sport Locker On Amazon,,,,,,,,,,,,,,,,,,,,,1
3464,Apple Google or Amazon Which music locker should you use,,,,,,,,,,,,,,,,,,,,,1
3466,I can t wait for Amazon Locker to be more widespread it s like a secret agent dead drop,,,,,,,,,,,,,,,,,,,,,0
3467,Amazon Locker awesome,,,,,,,,,,,,,,,,,,,,,1
3468,Seriously tired of all these emails from amazon Victoria s secret and foot locker,,,,,,,,,,,,,,,,,,,,,0
3469,We have Amazon locker in London now then,,,,,,,,,,,,,,,,,,,,,1
3471,Apple Google or Amazon Which music locker should you use So Google Music has just rolled out and now you,,,,,,,,,,,,,,,,,,,,,1
3474,Apple Google or Amazon Which music locker should you use It only works with Apple devices So if you don t,,,,,,,,,,,,,,,,,,,,,1
3476,Apple Google or Amazon Which music locker should you use The music store is tied pretty heavily to Android,,,,,,,,,,,,,,,,,,,,,1
3477,uploading his entire music library to Amazon locker is KILLING our Internet He should use someone else s Internet like I did,,,,,,,,,,,,,,,,,,,,,1
3480,Why does G I Joe have 4 5 stars on amazon yet Hurt Locker has 3,,,,,,,,,,,,,,,,,,,,,1
3481,Made 1st pickup at locker Great for New Yorkers w o doormen don t wanna lug a big package sent to office pic twitter com RZ2vsJQv,,,,,,,,,,,,,,,,,,,,,1
3482,Good morning Amazon Locker just signalled the beginning of the end of the Post Office Good,,,,,,,,,,,,,,,,,,,,,1
3483,Just added four litter locker refills to my Amazon cart That s right FOUR,,,,,,,,,,,,,,,,,,,,,1
3484,Just got an email about an Amazon Locker I think I d feel too much like a secret agent using one,,,,,,,,,,,,,,,,,,,,,0
3485,Dropbox amazon app store twitter pulse widget locker google voice Skype words with friends google docs so many more,,,,,,,,,,,,,,,,,,,,,1
3487,What s Your Music Locker Preference Amazon does require you to upload your music to its cloud and if you ve g,,,,,,,,,,,,,,,,,,,,,1
3488,RT Cool an amazon self service pick up locker pic twitter com hDJxvSrZ,,,,,,,,,,,,,,,,,,,,,1
3489,Cool an amazon self service pick up locker pic twitter com DxJNxvsl,,,,,,,,,,,,,,,,,,,,,1
3490,Great Idea RT Use Amazon Live in London You ll probably like Amazon Locker,,,,,,,,,,,,,,,,,,,,,1
3491,I think you can already stream from Amazon s locker but I want an all in one subscription locker for my owned songs,,,,,,,,,,,,,,,,,,,,,1
3493,I heart the new Amazon Locker delivery service which has popped up in Poland Street,,,,,,,,,,,,,,,,,,,,,1
3494,Deal The Hurt Locker now only 13 99 at Amazon saving 60,,,,,,,,,,,,,,,,,,,,,1
3495,Amazon Testing Locker System That Lets You Pick Up Package At 7 11 The Consumerist,,,,,,,,,,,,,,,,,,,,,1
3497,I ve just picked up a parcel not amazon from a locker on red lane It s the way forward imho,,,,,,,,,,,,,,,,,,,,,1
3498,I had an option for Amazon Locker when choosing a shipping location That maybe because I m a Prime customer,,,,,,,,,,,,,,,,,,,,,1
3499,Just bought a book and sent it to my local Amazon Locker Here s hoping the whole service works as seamlessly as planned,,,,,,,,,,,,,,,,,,,,,1
3500,Gotta say Amazon s Locker service is fantastic Gotta pay 1st class delivery but pickup right on my walk home is so damn convenient,,,,,,,,,,,,,,,,,,,,,1
3501,Amazon Locker delivery program delivers online orders to lockers installed at local retail shops,,,,,,,,,,,,,,,,,,,,,1
3502,I wonder if I can have all my mail delivered via Amazon Locker Hmm There s one about 1 5 blocks from Nordstrom you know,,,,,,,,,,,,,,,,,,,,,1
3504,The Hurt Locker Blu Ray 10 at Amazon,,,,,,,,,,,,,,,,,,,,,1
3505,9 99 deal Hurt Locker Blu ray by Jeremy Renner  via,,,,,,,,,,,,,,,,,,,,,1
3506,deals Toddler Coat Locker W Step 5 Sections Without Trays Red School Play,,,,,,,,,,,,,,,,,,,,,1
3507,Weird experience dealing with Amazon Locker s phone help line Won t know what happens until tomorrow,,,,,,,,,,,,,,,,,,,,,0
3508,what did you get from amazon locker,,,,,,,,,,,,,,,,,,,,,1
3509,First use of Amazon Locker cool stuff,,,,,,,,,,,,,,,,,,,,,1
3510,For those worrying about posting my Xmas present in time relax we now have an Amazon locker ouside the office,,,,,,,,,,,,,,,,,,,,,1
3511,Amazon s Parcel Locker Test Expanding  In just a month Amazon sees success in parcel lockers,,,,,,,,,,,,,,,,,,,,,1
3512,Amazons Parcel Locker Test Expanding,,,,,,,,,,,,,,,,,,,,,1
3513,US Amazon Locker page is here,,,,,,,,,,,,,,,,,,,,,1
3514,Interesting but wonder who is using them so far RT Hadn t realised there are now 14 Amazon Locker sites in London,,,,,,,,,,,,,,,,,,,,,1
3515,This Amazon Locker business is taking off Hadn t realised there are now 14 Locker sites in London,,,,,,,,,,,,,,,,,,,,,1
3516,I love Amazon Thank you for having my cements on there Foot locker just didn t have my size or champs They only had 3 5,,,,,,,,,,,,,,,,,,,,,1
3517,I see Amazon lets me choose a locker now for deliveries including one at my work office block Shame I found this after making many orders,,,,,,,,,,,,,,,,,,,,,1
3518,You can upload movies to Amazon s cloud drive but can t stream them you only have 5 gb for free It s just a locker Boo,,,,,,,,,,,,,,,,,,,,,1
3519,First visit to Amazon Locker No more waiting for UPS pic twitter com ZYPD0iJi,,,,,,,,,,,,,,,,,,,,,1
3521,AAAAAAAAAAAAAAAAAAAAGH Ordered shipment to Amazon locker Tracking shows UPS delivery but no mail about locker combo,,,,,,,,,,,,,,,,,,,,,1
3522,Hurt Locker Blu ray Hurt Locker Blu ray Jeremy Renner Actor,,,,,,,,,,,,,,,,,,,,,1
3524,Amazon Locker Delivery Delivering to a locker in your neighborhood only available in Seattle NYC London,,,,,,,,,,,,,,,,,,,,,1
3525,Inside the Locker Room A Journey of Faith and the Power of Prayer by Ebony Hu  via,,,,,,,,,,,,,,,,,,,,,1
3526,Amazon deal 5 99 The Hurt Locker by Jeremy Renner via,,,,,,,,,,,,,,,,,,,,,1
3530,Just ordered All About Eve Jennifer s Body The Hurt Locker and The African Queen from movies,,,,,,,,,,,,,,,,,,,,,1
3531,Cyber Monday Geek Deals Hurt Locker Dexter Shrek Seven Samurai Warriors Amazon is running lightning de,,,,,,,,,,,,,,,,,,,,,1
3532,Got The Hurt Locker off amazon,,,,,,,,,,,,,,,,,,,,,1
3533,ha just got Seven Samurai The African Queen and The Hurt Locker on Blu Oh movies you will be the death of me,,,,,,,,,,,,,,,,,,,,,1
3534,Hurt Locker on DVD for 5 99 Amazon Lightning Deal,,,,,,,,,,,,,,,,,,,,,1
3535,Amazon has Hurt Locker The Warriors The African Queen on Blu ray up on lightning deals,,,,,,,,,,,,,,,,,,,,,1
3536,Commercial Metals Foot Locker Genworth U S Equity Movers Bloomberg com,,,,,,,,,,,,,,,,,,,,,1
3537,Interesting review of Amazon s locker delivery service with pictures,,,,,,,,,,,,,,,,,,,,,1
3538,Mysterious Amazon Locker System Live In NYC,,,,,,,,,,,,,,,,,,,,,1
3539,Amazon Locker Delivery is the smartest concept ever Especially in NYC Everyone hates missing deliveries,,,,,,,,,,,,,,,,,,,,,0
3540,American Girl Locker Leopard Print Velvet Coat with PURSE fits American Girl  via,,,,,,,,,,,,,,,,,,,,,1
3541,NFL Golf Trunk Locker Organizer,,,,,,,,,,,,,,,,,,,,,1
3542,Bruins fans on my list the Stanley Cup champions locker room hat goes on lightning sale at Amazon in 55 minutes Just a heads up,,,,,,,,,,,,,,,,,,,,,1
